,time,S,E,I_sc,I_c,I_ct,I_ch,I_cicu,death,R,R_ct,N_contact,N,CumIncid,Cum_import,Cum_ss,CumIncid_tot,CumED_ct,CumAdmit,CumICU,Cumdx_ct,Cumdx_admicu,Cumdx_tot,pSet,dur_latent,dur_incubation,dur_symptomatic,dur_admitted,dur_icu,prob_test,prob_admit_diagnosed,condprob_icu,condprob_cfr,R0,initpop,seed_backCalc,prop_travel_test,drop_Reffective,social_distancing,tau_1,tau_2,tau_1_max,tau_2_max,when_test_increase,Ncases_trigger,serial_interval,event_ss,event_ss_modulo,cfr_among_dx,cfr_among_admit,import_travel,prob_diagnosed,prob_test_max,dur_subclinical,dur_inf,beta,omega,alpha,g1,g2,g3,rate_icu,death_rate,length_of_stay,parm_import,prob_admit,min_SI_calc,max_SI_calc,valid_si_check,validity_cfr_among_dx,valid_cfr_check,prob_test_max_valid,valid_prob_test_max_check,valid_tau_1_check,valid_tau_2_check,valid_prob_test_check,valid_keep,LHS_seed,seed_prop
105,104,5242672.56108096,91131.2061023178,128196.95610543,178466.59552962,19831.461256766102,13428.7968023108,2567.16232123513,4977.63496371165,446419.68116424,69038.94467340139,6155925.94465597,6196731,953580.940075195,177.49893214639,99.9999116892391,953858.4389190329,69439.33479830429,40404.665219120696,12979.844705886,11062.4686381129,55989.114332375495,67051.5829704884,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
106,105,5192603.94332374,94731.88903626481,133737.030188846,187161.935360429,20797.6086718319,14096.3544079721,2702.3118406189,5279.21369327702,472533.25065088,73087.4628261362,6153855.5113862995,6196731,1003647.05791917,179.998845397115,99.9999116892391,1003927.05667626,73307.2538800232,42655.6975598129,13745.8648190003,11709.9802729128,59309.396988844295,71019.377261757,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
107,106,5140734.60212959,98332.33517515,139336.927872807,196079.827816258,21788.486690153102,14782.7546216097,2842.21388067403,5596.53758509896,499905.10421554203,77332.2100131096,6151721.00722246,6196731,1055513.89917893,182.49877978604098,99.9999116892391,1055796.3978704,77339.7103754109,45002.492415234505,14549.574655868899,12388.688895886298,62794.64847485469,75183.3373707409,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
108,107,5087085.191906501,101916.14819118401,144976.733567316,205202.85005070397,22802.154497549902,15486.8913287578,2986.76165071122,5930.147333766421,528565.981432644,81778.1400408586,6149525.04518921,6196731,1109160.809615,184.998566800514,99.9999116892391,1109445.80809349,81538.1839032193,47445.910948424505,15391.9985013159,13099.3577545848,66449.55163803839,79548.9093926231,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
109,108,5031685.61161176,105465.98469826,150634.83769811,214511.027965074,23836.3975591091,16207.472115483,3135.8112485138104,6280.56324826876,558543.556793913,86429.73706149969,6147270.75582862,6196731,1164557.88988298,187.49859355502,99.9999116892391,1164845.38838823,85903.5301033219,49986.4511295524,16274.080884133899,13842.671938713302,70278.46311047781,84121.1350491909,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
110,109,4974575.63401668,108963.516357627,156287.69180605598,223981.330675606,24888.6520593362,16942.9827965545,3289.18131579891,6648.28943349839,589862.650679418,91291.07085941461,6144961.89439481,6196731,1221665.36744126,189.998630353107,99.9999116892391,1221955.36598331,90435.94778452301,52624.2286800794,17196.694979804,14619.2479100688,74285.4512749666,88904.6991850353,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
111,110,4915805.82004143,112389.325981434,161909.732346204,233587.53985718198,25956.009762986403,17691.6767224722,3446.64463160736,7033.811684864,622544.735468335,96365.703503475,6142602.85719807,6196731,1280432.68139559,192.498641081667,99.9999218887007,1280725.17995856,95134.9096157043,55358.9366897006,18160.6297996402,15429.6169520534,78474.2459345251,93903.8628865783,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
112,111,4855431.58900754,115727.572673731,167475.044583401,243300.728683917,27035.251692213198,18451.6034792976,3607.93461818062,7437.581294572241,656607.116988738,101656.576978396,6140198.62891574,6196731,1340799.41225904,194.99893365374402,104.999799756724,1341099.41099245,99999.12440721759,58189.823655442306,19166.562821132098,16274.2092381719,82848.1100946222,99122.31933279401,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
113,112,4793529.00635733,118952.426687142,172955.30277442,253089.1060253,28122.8503591023,19220.597166311,3772.7366898087603,7860.02095072413,692062.95199636,107166.000993492,6137754.79483406,6196731,1402694.49476299,197.499093801898,109.99978586453399,1403001.99364266,105026.52162947801,61115.6845299604,20215.0636770742,17153.3498792801,87409.8638197434,104563.213699023,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
114,113,4730184.95258475,122039.97795196,178319.214473012,262917.641334223,29214.9085628575,19996.2482755858,3940.6912540196995,8301.50947189332,728920.328891235,112895.52720045099,6135277.64243565,6196731,1466036.04821724,199.999404896819,109.999793098335,1466346.04741524,110214.10774034301,64134.7770244646,21306.5652231185,18067.2405209789,92161.7519723116,110228.99249329099,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
115,114,4665486.77368438,124975.14701017801,183535.69871425602,272748.178767749,30307.191678259398,20775.9114593529,4111.38816534961,8762.38674600011,767182.375232218,118845.948542243,6132774.12195104,6196731,1530731.72712754,202.499394971194,109.999793098335,1531044.22631561,115557.990658691,67244.8359325145,22441.368323143102,19015.9575997751,97105.4703587609,116121.42795853599,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
116,115,4599536.94236337,127737.01261507,188574.115321245,282540.00110362197,31395.1707281571,21556.7381374398,4284.369881262971,9242.94102717349,806846.508112656,125017.200709991,6130251.78022597,6196731,1596679.05790882,204.999934702216,109.999793098335,1596994.05763662,121053.359350508,70443.0611335166,23619.6184315606,19999.4381764985,102242.05806388,122241.49624037801,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
117,116,4532447.06409501,130305.415920437,193403.327883934,292250.36886283197,32474.101659966498,22335.7123501967,4459.13100242349,9743.40488595233,847904.17327267,131408.300066563,6127718.65010147,6196731,1663766.43615355,207.49995832738202,109.999793098335,1664083.93590498,126694.514399569,73726.1355655332,24841.296661840497,21017.4690679134,107571.85779390599,128589.326861819,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
118,117,4464338.73452862,132661.032988887,197991.843581585,301834.01900083397,33538.9504466553,23109.6124498294,4635.11631173955,10263.9514261236,890340.436282698,138017.302983019,6125183.36936566,6196731,1731872.26592502,209.99975325435298,109.999793098335,1732192.26547137,132474.767227818,77090.1663895494,26106.2099115836,22069.681071628398,113094.47325901699,135164.154330645,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
119,118,4395339.58541495,134785.96013176598,202309.08188945,311244.81864216,34584.596034801696,23875.126694953502,4811.73410861577,10804.6862033827,934134.1150137429,144841.295866164,6122654.85695825,6196731,1800868.91521917,212.499572766133,109.999793098335,1801191.41458504,138386.638416907,80530.8004910101,27413.987291471098,23155.547933718997,118808.741885965,141964.289819684,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
120,119,4325586.63568501,136663.479045238,206324.78638065103,320434.420464178,35605.661656680095,24628.7539429353,4988.34241130579,11365.6459473129,979256.974153238,151876.300313443,6120142.59604177,6196731,1870619.36465143,214.999870456147,109.999793098335,1870944.36431498,144421.618832777,84043.0854389001,28764.0636541341,24274.370686837203,124712.672635063,148987.04332189998,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
121,120,4255222.35314524,138278.627232397,210010.20409016602,329353.954721658,36596.7221926854,25366.9218076344,5164.2623838441295,11946.7909816366,1025673.89467118,159117.26877355098,6117656.30263421,6196731,1940981.1474078,217.499653856713,109.999793098335,1941308.64685476,150570.376285082,87621.5898542705,30155.6771650585,25425.2774933424,130803.423754578,156228.70124792,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
122,121,4184394.14210083,139618.414588019,213338.285673635,337954.055025768,37552.2876086969,26085.986417211097,5338.782699794079,12548.003918586,1073342.92909789,166558.112869559,6115205.93935572,6196731,2011806.85864079,219.999439580362,109.99981879078399,2012136.85789916,156822.764843784,91260.4086700627,31587.870935096,26607.2294200859,137077.306410176,163684.535830262,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
123,122,4113248.27520876,140675.984941857,216285.20091749,346185.76771821396,38466.923558595,26782.2931499913,5511.1616156889295,13169.078911711202,1122214.72496238,174191.589015302,6112801.54276402,6196731,2082945.22572283,222.499269541127,114.999798857269,2083282.72479123,163167.861610035,94953.1846412537,33059.4726119222,27819.0017319194,143529.691426659,171348.693158578,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
124,123,4041943.61363512,141437.437856057,218828.623470725,354000.69712650205,39335.2477640851,27452.186177888998,5680.633488355021,13809.7310263177,1172233.37742198,182009.45203295897,6110453.20154336,6196731,2154242.38766446,224.99890383733398,119.99979656977699,2154587.38636487,169594.077612512,98693.1728770946,34569.1204993191,29059.209445319102,150155.120886513,179214.330331832,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
125,124,3970640.14032759,141893.595652515,220947.557469243,361351.785981934,40152.0366030178,28092.063388165698,5846.41602224636,14469.576876691799,1223335.540793,190002.28688558302,6108170.90710988,6196731,2225543.36072555,227.498903532727,120.00004331203002,2225890.8596723997,176089.14591541898,102473.233860285,36115.2302996463,30326.280890265098,156947.152885939,187273.43377620398,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
126,125,3899486.60561616,142046.845087822,222625.403078362,368193.565877931,40912.2331154761,28698.399069194398,6007.72234321212,15148.1544152217,1275452.25958355,198159.811813061,6105964.4910569005,6196731,2296694.39543442,229.998906099962,120.00004331203002,2297044.39438383,182640.35271419398,106285.96804197099,37696.0485843422,31618.507491250897,163898.591068109,195517.09855935897,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
127,126,3828636.49133418,141896.02915226802,223850.060764653,374482.895213082,41611.0487404013,29267.7865932336,6163.753924683,15844.9040947052,1328507.41378247,206470.616400303,6103843.50664698,6196731,2367542.00967679,232.498945697608,120.00004331203002,2367894.50866581,189234.446722138,110123.66303118801,39309.6063136645,32934.0008456235,171001.282203576,203935.28304919897,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
128,127,3758239.81431316,141442.97941042698,224612.87756400698,380180.07835756,42244.1179306152,29797.021241887403,6313.71943031224,16559.1736143093,1382418.86405851,214922.35407920004,6101816.96778288,6196731,2437935.68666128,235.498982235325,120.00004331203002,2438291.18568683,195857.943217142,113978.443079181,40953.7476073729,34270.726068304,178246.22925399398,212516.95532229802,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
129,128,3688442.01510712,140692.194108699,224908.973882201,385248.42371179396,42807.2597231552,30283.074298685,6456.84946301741,17290.2300042224,1437100.02359996,223501.956101135,6099893.58651092,6196731,2507730.98523716,237.999612391759,120.00004331203002,2508088.98489287,202497.039660607,117842.32992960801,42626.1697735772,35626.536166735495,185623.75837529998,221250.294542035,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
130,129,3619383.38177452,139650.845619201,224737.24476312898,389656.001524949,43296.9861980325,30723.2135725902,6592.3861573145605,18037.2442992717,1492458.2996671002,232195.396423878,6098081.16977279,6196731,2576787.11830345,240.49987870516497,120.00004331203002,2577147.61822547,209137.952619714,121707.274031372,44324.3808399103,36999.1337636225,193123.337303254,230122.47106687602,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
131,130,3551196.92171187,138328.60874285802,224100.61372749897,393375.26868358,43710.2319771252,31114.9854801621,6719.611953879829,18799.305721931498,1548397.39769479,240988.054306292,6096386.8648669,6196731,2644971.07830157,242.999943231282,120.00004331203002,2645334.07828812,215766.92236941398,125565.267069977,46045.757997433204,38386.1324844126,200733.81306283,239119.94554724198,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
132,131,3484008.8254923997,136737.413664654,223005.904359462,396383.47071398795,44044.4735991555,31456.2421269883,6837.8425782022105,19575.418194590402,1604816.79695751,249864.612313032,6094817.02350106,6196731,2712156.67427708,245.500187190206,120.00004331203002,2712522.17450759,222370.25170537698,129408.337106591,47787.5332833226,39785.0389803999,208443.353711867,248228.392692266,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
133,132,3417935.85421946,134891.10081484,221463.508536403,398662.990959072,44297.7487440808,31745.178690422003,6946.4472967252195,20364.5228399801,1661614.19927283,258809.44862617398,6093377.10242879,6196731,2778227.14572441,248.00001273855702,120.000043380943,2778595.14578053,228934.616693771,133228.72950361,49546.860905513204,41193.3179807345,216239.733072155,257433.05105288897,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
134,133,3353080.33832026,132809.309983952,219488.525905523,400202.013997525,44468.749358309295,31980.3799527967,7044.85138209305,21165.4848639503,1718684.84208597,267806.504149611,6092071.53444285,6196731,2843075.16167053,250.500011817311,124.999997380989,2843450.66167974,235447.064288296,137018.905418464,51320.792268106394,42608.3709803887,224110.216667253,266718.587647641,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
135,134,3289546.36486386,130503.849264436,217098.36452774,400993.813835454,44556.723073091904,32160.7692742377,7132.53285098953,21977.1057887748,1775922.07704246,276839.399478947,6090903.86901291,6196731,2906601.63551088,252.999736719853,129.999888529539,2906984.63513613,241894.997292124,140771.53317391698,53106.298299982096,44027.5548823599,232041.66459491398,276069.219477274,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
136,135,3227426.36506409,127989.98296365699,214311.968986543,401037.79635159206,44561.6088223079,32285.700386775297,7209.04732407978,22798.1247689316,1833218.79083035,285891.61450165603,6089876.51869791,6196731,2968719.1356041,255.499443272387,129.999888529539,2969104.6349358996,248266.448239538,144479.647564213,54900.297067213396,45448.2128503593,240020.634309057,285468.847159416,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
