"","time","S","E","I_sc","I_c","I_ct","I_ch","I_cicu","death","R","R_ct","N_contact","N","CumIncid","Cum_import","Cum_ss","CumIncid_tot","CumED_ct","CumAdmit","CumICU","Cumdx_ct","Cumdx_admicu","Cumdx_tot","pSet","dur_latent","dur_incubation","dur_symptomatic","dur_admitted","dur_icu","prob_test","prob_admit_diagnosed","condprob_icu","condprob_cfr","R0","initpop","seed_backCalc","prop_travel_test","drop_Reffective","social_distancing","tau_1","tau_2","tau_1_max","tau_2_max","when_test_increase","Ncases_trigger","serial_interval","event_ss","event_ss_modulo","cfr_among_dx","import_travel","prob_diagnosed","prob_test_max","dur_subclinical","dur_inf","beta","omega","alpha","g1","g2","g3","rate_icu","death_rate","length_of_stay","parm_import","prob_admit","min_SI_calc","max_SI_calc","valid_si_check","validity_cfr_among_dx","valid_cfr_check","prob_test_max_valid","valid_prob_test_max_check","valid_tau_1_check","valid_tau_2_check","valid_prob_test_check","valid_keep","LHS_seed"
"11",10,6195884.8340331,163.181823837569,196.995380152205,218.515745026614,21.6554314633436,13.3553672880372,1.8326239492241,0.798217441178384,209.673197600306,20.158180134704,6196693.35835986,6196731,635.165967604567,1.00000235373523,9.99999693487824,646.165966893181,36.5704383167999,21.2293819596874,3.5024098514594,1.57145281312017,5.63238616868287,7.20383898180305,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"12",11,6195782.07125753,180.17540454384,217.975697768144,240.836154963058,24.4848012013303,15.1854979785898,2.14996927615443,1.02593538047401,242.455727768531,24.6395535894369,6196688.15379616,6196731,737.928717626821,1.00000235373523,10.0000224890022,748.928742469559,42.6929872173188,24.7927702086666,4.29611686269542,1.91842386783817,6.9417475771123,8.86017144495047,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"13",12,6195663.51171817,202.957062000008,241.985418057556,265.72570332727,27.5531289444105,17.1757028242444,2.4943079083479,1.29150392191086,278.605000853352,29.7004539877186,6196682.4853564,6196731,851.488258280536,1.00000235373523,15.0000211905427,867.488281824816,49.4750784894333,28.7400190971989,5.19599660899157,2.30970790828847,8.43146150974323,10.7411694180317,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"14",13,6195532.67541,226.486087089739,269.461643663961,293.70225201098,30.9241443167559,19.3642423170388,2.86879398696233,1.59818141063938,318.52476655408,35.3944786480914,6196676.24463797,6196731,977.32458882786,1.00000235373523,19.9999988166482,998.324589998246,57.0191134210375,33.1307272584501,6.21201934265056,2.74937940090219,10.1182557363231,12.8676351372253,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"15",14,6195393.11577179,247.663853462922,299.049053695712,325.064513816479,34.6364042163744,21.7751251828666,3.27755201252544,1.94965171487551,362.682194514089,41.7858795927557,6196669.36126688,6196731,1116.88422231177,1.00000235373523,20.0000035430933,1137.8842282086,65.4101900616494,38.014422657748,7.35601582429333,3.24234194540172,12.0218510539067,15.2641929993085,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"16",15,6195238.61699843,272.306073355194,330.588978216925,359.804288740146,38.6936495298654,24.4124032324392,3.72440146943555,2.35006402698928,411.560712501885,48.9424304868455,6196661.81948175,6196731,1271.38299566289,1.00000235373523,20.0000035430933,1292.38300155972,74.7011114962564,43.4218372493183,8.64048520699956,3.79376476030856,14.1632634653054,17.9570282256139,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"17",16,6195067.7996786,300.14298202748,364.970900531247,398.076625445429,43.1171406680668,27.290517623838,4.21275395249814,2.80397423588918,465.651390559121,56.9340363475831,6196653.57561352,6196731,1442.20031549432,1.00000235373523,20.0000035430933,1463.20032139115,84.9636686920918,49.3947541357833,10.0783695201144,4.40897177110098,16.5644364256398,20.9734081967408,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"18",17,6194879.05623581,331.189717807398,402.799854098259,440.1956081545,47.9452718136219,30.4340879851485,4.74629566382621,3.31634000802379,525.479932151231,65.836656496616,6196644.55800453,6196731,1630.94375828179,1.00000235373523,20.0000035430933,1651.94376417862,96.2911713922231,55.9874805750132,11.6837258761279,5.09374890954294,19.2492105411206,24.3429594506635,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"19",18,6194670.56768008,365.621546948079,444.564372087214,486.566127460348,53.2260614109994,33.8735959369277,5.32930905122172,3.8925734082337,591.62393626232,75.7347973460174,6196634.6784602,6196731,1839.43231401453,1.00000235373523,20.0000035430933,1860.43231991136,108.792785105216,63.2635520481837,13.472158186276,5.85453866183866,22.2439856112369,28.0985242730755,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"20",19,6194440.30146842,403.712446289719,490.720967090662,537.655170263674,59.0140234028488,37.6436256056442,5.96678563796123,4.53862004313051,664.723812533732,86.7230807021143,6196623.83694531,6196731,2069.69852567265,1.00000235373523,20.0000035430933,2090.69853156949,122.591553891298,71.2945815004007,15.4610955498493,6.98661948545166,27.1199723096524,34.106591795104,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"21",20,6194186.0049443,445.804362274379,541.736908244493,593.980615403434,65.3689783113815,41.7822201693604,6.66444852336329,5.2610283112246,745.489328668458,98.9071657912849,6196611.92332469,6196731,2323.99504980055,1.00000235373523,20.0000035430933,2344.99505569738,137.823882921796,80.1599581848179,17.6699596186545,8.96754827337199,36.4337861430029,45.4013344163749,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
