"","time","S","E","I_sc","I_c","I_ct","I_ch","I_cicu","death","R","R_ct","N_contact","N","CumIncid","Cum_import","Cum_ss","CumIncid_tot","CumED_ct","CumAdmit","CumICU","Cumdx_ct","Cumdx_admicu","Cumdx_tot","pSet","dur_latent","dur_incubation","dur_symptomatic","dur_admitted","dur_icu","prob_test","prob_admit_diagnosed","condprob_icu","condprob_cfr","R0","initpop","seed_backCalc","prop_travel_test","drop_Reffective","social_distancing","tau_1","tau_2","tau_1_max","tau_2_max","when_test_increase","Ncases_trigger","serial_interval","event_ss","event_ss_modulo","cfr_among_dx","import_travel","prob_diagnosed","prob_test_max","dur_subclinical","dur_inf","beta","omega","alpha","g1","g2","g3","rate_icu","death_rate","length_of_stay","parm_import","prob_admit","min_SI_calc","max_SI_calc","valid_si_check","validity_cfr_among_dx","valid_cfr_check","prob_test_max_valid","valid_prob_test_max_check","valid_tau_1_check","valid_tau_2_check","valid_prob_test_check","valid_keep","LHS_seed"
"67",66,6101328.82815824,11158.0216260511,14833.2205723282,19052.4362909868,2118.33608763573,1413.87817886337,258.805723291272,424.043605063743,39990.3668648467,6153.06289269879,6192515.93640516,6196731,95077.1715660833,65.0000620808355,60.0002136016046,95202.1718417657,6556.02535716666,3812.10113038626,1145.85979795943,983.041446780564,4881.6278005966,5864.66924737716,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"68",67,6094836.00207728,11889.2777131741,15807.3051258134,20313.1537474998,2258.37520837571,1507.63147284247,276.069125283158,454.649483602792,42801.264024521,6587.27202161155,6192234.27470991,6196731,101563.497683127,66.5000708684858,65.0001687291594,101694.997922724,7008.58448211018,4075.41282960552,1227.14743930467,1052.77827037527,5231.49497298258,6284.27324335785,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"69",68,6087922.94796993,12664.2821085278,16843.7413465599,21655.1764891881,2407.45599612054,1607.44029382752,294.451105555388,487.295345906606,45798.0217942927,7050.18755009314,6191934.3572586,6196731,108470.051729509,68.0002068051367,70.0000937577108,108608.052030072,7490.82871987908,4356.00157162413,1313.82108777291,1127.12154578174,5604.56523236762,6731.68677814936,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"70",69,6080568.412476,13482.2736663958,17944.3418047662,23083.6777925994,2566.19762924897,1713.69250511143,314.023646488313,522.1127393918,48992.6014188,7543.66632120257,6191614.97347977,6196731,115822.587222358,70.0002068051335,70.0000948418609,115962.587524005,8004.71437853672,4654.97846290636,1406.22790893446,1206.36964486636,6002.33427845989,7208.70392332622,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"71",70,6072740.94855042,14351.4757417842,19112.3140443918,24603.0469675004,2735.03312780242,1826.72282103292,334.860615093576,559.242463224704,52397.6845576778,8069.67111106774,6191275.14097286,6196731,123648.051147929,72.0002068051335,70.0000948418609,123790.051449576,8552.08574673436,4973.44439148699,1504.73630666628,1290.83748311857,6426.39144250804,7717.22892562658,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"72",71,6064412.273027,15274.0442882295,20352.0395729856,26218.4346372643,2914.5351247098,1946.92112682074,357.038178033004,598.833597275394,56026.6153097662,8630.26513791612,6190913.67197317,6196731,131974.726671354,74.0002068051335,70.0000948418609,132118.726973001,9134.99779360683,5312.59537114822,1609.73430684616,1380.85583430363,6878.41208938384,8259.26792368744,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"73",72,6055552.60333646,16252.4680736799,21667.7290090781,27935.3656414551,3105.31778698368,2074.70449092578,380.636301195964,641.044150465975,59893.5010824538,9227.63012729811,6190529.29727044,6196731,140832.39636189,76.0002068051335,70.0000948418609,140978.396663537,9755.63187992666,5673.70097694283,1721.6324132056,1476.77440760271,7360.16915413912,8836.9435617418,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"74",73,6046130.64815143,17289.4432330405,23063.5837748594,29759.6676753536,3308.02889289679,2210.51271294778,405.73917097542,686.041525767159,64013.2610820924,9864.07378063603,6190120.67769742,6196731,150252.351546922,78.0002068051335,70.0000948418609,150400.351848569,10416.2932169863,6058.10286623682,1840.8650013292,1578.96304850592,7873.53903597086,9452.50208447675,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"75",74,6036113.56990011,18387.8086105243,24543.8698392282,31697.4437318007,3523.34675938995,2354.80674776075,432.435412630171,734.00314771927,68401.6780410914,10542.0378097461,6189686.40793251,6196731,160267.429946313,80.0000587360169,70.0000948418609,160417.430099891,11119.4135364886,6467.21634075763,1967.89184972408,1687.81302021016,8420.50827835344,10108.3212985636,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"76",75,6025467.53452161,19550.4817264131,26112.9482563477,33754.6890942072,3751.88767872849,2508.04101707649,460.817567060095,785.116607800528,73075.3893411449,11264.0941896143,6189225.13712934,6196731,170911.965344579,81.5000389721436,70.0000948418609,171063.465478393,11867.4551080201,6902.50195225977,2103.19792069002,1803.73624065054,9003.17302899696,10806.9092696475,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"77",76,6014156.19459238,20780.431335032,27775.2657503721,35938.427374409,3994.4912511105,2670.74621246663,490.982058527229,839.580325859333,78051.9307493319,12032.950350514,6188735.20015205,6196731,182221.805267215,83.0000455657384,70.0000948418609,182374.805407623,12663.1992407556,7365.55095772204,2247.29471168653,1927.16598966376,9623.74512620857,11550.9111158723,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"78",77,6002141.44801435,22080.7999962644,29535.4014550653,38255.8248381878,4251.99814036535,2843.46547901257,523.032836030846,897.604441731252,83349.9272876282,12851.4975113622,6188214.89910288,6196731,194234.551850503,85.0000383237399,70.0000968211807,194389.551985648,13509.5641291147,7858.03427938752,2400.72576187571,2058.56585480364,10284.5737090372,12343.1395638408,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"79",78,5989379.775367,23458.6514805832,31398.9926061213,40713.62765687,4525.10319226669,3026.71260100082,557.076485201752,959.41043893929,88988.8910941258,13722.759077883,6187662.69728261,6196731,206989.224615916,87.0000383237398,74.9999787523127,207151.224632992,14409.4148652458,8381.64693004583,2564.06097683754,2198.42011255353,10988.1239048366,13186.5440173901,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"80",79,5975835.14993516,24911.8001208776,33370.9627621281,43319.4752785313,4814.65555727557,3221.0667660531,593.2249382948,1025.23362579698,94989.4948659921,14649.9361498845,6187076.8191126,6196731,220526.850059191,89.0000383237399,79.999967319234,220695.850064834,15365.8972423044,8938.21979500059,2737.90452876596,2347.24124392033,11737.0099593439,14084.2512032642,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"81",80,5961470.44192466,26439.9956131414,35454.4412237003,46080.892488509,5121.49160250037,3427.10318195351,631.594239095083,1095.3205948146,101373.344121204,15636.3750104121,6186455.49038166,6196731,234889.558069688,91.0000383237398,79.999967319234,235060.558075331,16382.2479606588,9529.63666811691,2922.8883067233,2505.56486779202,12533.9669143201,15039.5317821121,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"82",81,5946236.88433838,28051.9372527636,37653.8273903904,49005.3241707486,5446.43878089637,3645.39680756113,672.305114275046,1169.93403840571,108163.329867849,16685.6222387263,6185796.92525888,6196731,250121.115666738,93.0000275594166,79.999967319234,250294.115661617,17461.8376738491,10157.8593060155,3119.68256194284,2673.95848297877,13381.8978542627,16055.8563372415,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"83",82,5930090.40843403,29750.0634457683,39974.4843143605,52100.0468068661,5790.25571935925,3876.51128447584,715.479375439012,1249.34670613593,115383.068191485,17801.3357220806,6185099.40691461,6196731,266266.091508522,94.5000901292112,79.999967319234,266440.591565971,18608.0463981693,10824.8824093213,3328.97966908103,2853.00703562032,14283.8041400271,17136.8111756474,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"84",83,5912984.03818949,31536.9617388914,42421.4667578887,55373.4766845191,6153.93682467237,4121.09516130136,761.243432529596,1333.84883822499,123057.548902398,18987.3834700788,6184360.87574329,6196731,283370.961881225,95.999961960486,79.999967319234,283546.961810505,19824.6383945522,11532.8693322549,3551.51318971884,3043.32860080821,15242.8679119269,18286.1965127351,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"85",84,5894869.4698887,33415.3228110334,44999.6073784549,58834.0632591497,6538.46530199787,4379.80217042588,809.730141135412,1423.74478272615,131212.958983029,20247.835283347,6183579.25760374,6196731,301483.530235815,97.9999081645362,79.999967319234,301661.530111299,21115.5146839327,12284.0629956996,3788.05264316894,3245.57427031602,16262.4270816705,19508.0013519865,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"86",85,5875698.37202265,35387.6446386706,47713.5490626844,62489.6192742658,6944.6545450744,4653.2428044128,861.074155323475,1519.35372784504,139876.565586146,21586.924182927,6182752.67476737,6196731,320652.628101865,99.9999081645362,79.999967319234,320832.627977349,22484.520530403,13080.7288851797,4039.40039124113,3460.4205864616,17345.965294561,20806.3858810225,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"87",86,5855420.87916672,37456.226611073,50567.7195804962,66348.3902982768,7373.42105667667,4942.06249859111,915.412927453284,1621.01063990203,149076.812243172,23009.0649776335,6181879.0928774,6196731,340928.120957791,101.999908164536,79.999967319234,341110.120833275,23935.7324949627,13925.2396052938,4306.3946001739,3688.57269585959,18497.1243642936,22185.6970601532,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"88",87,5833986.28236263,39623.1228253791,53566.2936791237,70418.5891089216,7825.677657484,5246.9081261076,972.886638306139,1729.06635095157,158843.316513255,24518.8567378349,6180956.46122717,6196731,362360.717761879,103.999908164536,79.999967319234,362544.717637363,25473.3539483769,14820.0415623074,4589.90935405404,3930.76486354189,19719.7048405763,23650.4697041182,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"89",88,5811343.01324795,41890.0854847852,56713.1539826596,74708.3645603199,8302.33002770949,5568.42630527226,1033.63817582135,1843.8894665767,169206.996013908,26121.1027349889,6179982.71602464,6196731,385001.98680819,105.999908164536,80.0000356863366,385187.986752041,27101.7256097159,15767.6611006528,4890.85862445583,4187.76359627805,21017.6838256079,25205.4474218859,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"90",89,5787434.68342962,44262.4546383468,60012.7333680944,79225.6862476446,8804.26381986975,5907.25366700285,1097.81012757027,1965.86026910195,180199.527672472,27820.7267602759,6178955.81211648,6196731,408903.317344166,107.999190604753,85.0000356067015,409096.316570378,28825.2525728042,16770.6620710165,5210.1805090856,4460.35423470012,22395.146848871,26855.5010835712,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"91",90,5762214.26789169,46735.8575004185,63468.2684815222,83978.262062146,9332.28572965642,6264.01173463897,1165.54816490064,2095.38140993618,191854.211786269,29622.9052388129,6177873.77296089,6196731,434117.233015471,109.499069357071,90.0000234731466,434316.732108301,30648.4389409953,17831.6933369498,5548.86298316888,4749.36183148443,23856.4004657221,28605.7622972066,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"92",91,5735634.69207713,49307.353217285,67080.5674307307,88973.8703748872,9887.3191432545,6639.33386885956,1236.99571693415,2232.86795689005,204205.07359103,31532.9266229907,6176734.48331408,6196731,460695.308637751,110.999061793614,90.0002233167151,460896.307922862,32575.9820088124,18953.4613001165,5907.91775349577,5055.62850993991,25405.8595318131,30461.488041753,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"93",92,5707639.34262132,51982.5303540031,70851.0721335869,94219.4470835078,10470.1791646737,7033.80057332297,1312.29737808016,2378.75206656259,217287.300190118,33556.2784348172,6175535.97081738,6196731,488688.658094615,112.999060739892,90.0002233167151,488891.657378673,34612.6145984472,20138.6930190095,6288.39344006993,5380.0284836147,27048.103423536,32428.1319071507,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"94",93,5678178.37547834,54760.082508801,74781.5706657828,99720.8165601569,11081.4581867229,7447.91641408866,1391.59321293829,2533.48407749579,231137.097159284,35698.6057363809,6174276.54810877,6196731,518147.625237594,114.999060739892,90.0002233167151,518352.624521652,36762.9542035378,21390.1034240887,6691.3721677741,5723.45992780229,28787.865572237,34511.3255000393,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"95",94,5647202.82056074,57638.2159017323,78872.7033518414,105483.663517022,11721.7881662521,7882.18022535618,1475.01829933285,2697.5288621345,245791.409859655,37965.6712559227,6172954.48444694,6196731,549121.180155192,116.999060739892,90.0002233167151,549328.179439249,39031.7374987862,22710.4493102121,7117.96147809311,6086.83878382128,30629.9975855934,36716.8363694146,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"96",95,5614665.45900213,60614.4527799385,83124.0012846124,111512.928236443,12391.7183018911,8337.04239479301,1562.70239520863,2871.36679282812,261287.963789102,40363.3650230498,6171568.1701153,6196731,581656.54171381,118.999060739892,90.0002233167151,581865.540997867,41423.7051264383,24102.4897813324,7569.29601678237,6471.10034528528,32579.4770962249,39050.5774415102,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"97",96,5580520.93373824,63685.5184924932,87533.9459684419,117812.694782773,13091.7026136523,8812.89756355831,1654.76957496272,3055.4949657162,277665.327643723,42897.7146564297,6170116.13528213,6196731,615799.067042692,120.998995740774,90.0002233167151,616010.06626175,43943.5962752745,25568.9830990448,8046.53973043801,6877.2008199712,34641.417917893,41518.6187378641,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"98",97,5544727.90260706,66847.1751086035,92099.7326162904,124385.501597505,13821.9732708841,9310.03375134952,1751.33275159885,3250.41952874211,294962.161577296,45574.7671906619,6168597.24069744,6196731,651590.598356229,122.498813385118,90.0002233167151,651803.097392931,46595.9360614944,27112.590431742,8550.86433967268,7306.09815128503,36820.9781589195,44127.0763102045,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
"99",98,5507247.5121152,70094.1353631264,96817.2327862812,131233.418165069,14582.8194768941,9828.7114076059,1852.49331693592,3456.65872599973,313217.401801085,48400.6168417942,6167010.31707259,6196731,689069.489049942,123.998611533629,90.0002233167151,689283.487884793,49385.3331837838,28735.9665854461,9083.4553477732,7758.75620676529,39123.3874671967,46882.143673962,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,0.2,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011,1,0.55,0.1,3.2,10.2,0.235294117647059,0.5,0.3125,0.142857142857143,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,"import_ON",0.055,2,12.2,TRUE,0.01254,TRUE,0.523809523809524,TRUE,TRUE,TRUE,TRUE,TRUE,2091
